accession,start,end,type,strain_id,doi,feature,locus,id,predicted_function
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00046,CNAG_00046-mR_1-CD6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_1-CD1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_1-CD2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_1-CD3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_1-CD4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_2-CD1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_2-CD2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_2-CD3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00051,CNAG_00051-mR_2-CD4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00052,CNAG_00052-mR_1-CD1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00052,CNAG_00052-mR_1-CD2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00052,CNAG_00052-mR_1-CD3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00061,CNAG_00061-mR_1-CD1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00061,CNAG_00061-mR_1-CD2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00061,CNAG_00061-mR_1-CD3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00061,CNAG_00061-mR_1-CD4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00061,CNAG_00061-mR_1-CD6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00046,CNAG_00046-mR_1-ex2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00046,CNAG_00046-mR_1-ex3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00046,CNAG_00046-mR_1-ex4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00046,CNAG_00046-mR_1-ex5,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00046,CNAG_00046-mR_1-ex6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_1-ex1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_1-ex2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_1-ex3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_1-ex4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_1-ex6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_2-ex1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_2-ex2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_2-ex3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_2-ex4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00051,CNAG_00051-mR_2-ex6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00052,CNAG_00052-mR_1-ex1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00052,CNAG_00052-mR_1-ex2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00052,CNAG_00052-mR_1-ex3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00061,CNAG_00061-mR_1-ex1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00061,CNAG_00061-mR_1-ex2,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00061,CNAG_00061-mR_1-ex3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00061,CNAG_00061-mR_1-ex4,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,exon,CNAG_00061,CNAG_00061-mR_1-ex6,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00051,CNAG_00051-mR_1-fi1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00051,CNAG_00051-mR_1-fi3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00051,CNAG_00051-mR_2-fi1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00051,CNAG_00051-mR_2-fi3,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00052,CNAG_00052-mR_1-fi1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,five_prime_UTR,CNAG_00061,CNAG_00061-mR_1-fi1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00043,CNAG_00043,"hypothetical protein, variant"
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00044,CNAG_00044,ribosome assembly protein 1
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00045,CNAG_00045,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00046,CNAG_00046,26S proteasome regulatory subunit N8
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00047,CNAG_00047,pyruvate dehydrogenase kinase
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00048,CNAG_00048,Sugar transporter
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00049,CNAG_00049,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00050,CNAG_00050,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00051,CNAG_00051,putative set3c deacetylase complex subunit
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00052,CNAG_00052,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00053,CNAG_00053,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00054,CNAG_00054,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00055,CNAG_00055,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00056,CNAG_00056,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00057,CNAG_00057,"fructose-1,6-bisphosphatase I"
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00058,CNAG_00058,T-complex protein 1 subunit epsilon
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00059,CNAG_00059,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00060,CNAG_00060,"chaperone regulator, variant"
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00061,CNAG_00061,"citrate synthase, mitochondrial"
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_00062,CNAG_00062,26S proteasome regulatory subunit N3
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,gene,CNAG_07308,CNAG_07308,hypothetical protein
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,three_prime_UTR,CNAG_00046,CNAG_00046-mR_1-th1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,three_prime_UTR,CNAG_00051,CNAG_00051-mR_1-th1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,three_prime_UTR,CNAG_00051,CNAG_00051-mR_2-th1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,three_prime_UTR,CNAG_00052,CNAG_00052-mR_1-th1,n/a
CP091247,104500,150000,DUPLICATION,MCM 450 - A,735,three_prime_UTR,CNAG_00061,CNAG_00061-mR_1-th1,n/a
CP091247,1049000,1055500,DELETION,MCM 450 - A,735,gene,CNAG_00407,CNAG_00407,glyoxal oxidase
CP091247,1049000,1055500,DELETION,MCM 450 - A,735,gene,CNAG_00408,CNAG_00408,serine/threonine-protein phosphatase PP-X isozyme 1
CP091247,1049000,1055500,DELETION,MCM 450 - A,735,gene,CNAG_00409,CNAG_00409,hypothetical protein
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD1,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD2,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD3,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD4,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD5,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD6,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD7,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,CDS,CNAG_00407,CNAG_00407-mR_1-CD8,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex2,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex3,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex4,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex5,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex6,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex7,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,exon,CNAG_00407,CNAG_00407-mR_1-ex8,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,five_prime_UTR,CNAG_00407,CNAG_00407-mR_1-fi1,n/a
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,gene,CNAG_00407,CNAG_00407,glyoxal oxidase
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,gene,CNAG_00408,CNAG_00408,serine/threonine-protein phosphatase PP-X isozyme 1
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,gene,CNAG_00409,CNAG_00409,hypothetical protein
CP091247,1049000,1058500,DELETION,"MCM 450 - N, MCM 531 - C",735,gene,CNAG_00410,CNAG_00410,hypothetical protein
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD1,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD2,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD3,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD4,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD5,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD6,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD7,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00407,CNAG_00407-mR_1-CD8,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,CDS,CNAG_00413,CNAG_00413-mR_1-CD1,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex2,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex3,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex4,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex5,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex6,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex7,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00407,CNAG_00407-mR_1-ex8,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,exon,CNAG_00413,CNAG_00413-mR_1-ex1,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,five_prime_UTR,CNAG_00407,CNAG_00407-mR_1-fi1,n/a
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00407,CNAG_00407,glyoxal oxidase
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00408,CNAG_00408,serine/threonine-protein phosphatase PP-X isozyme 1
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00409,CNAG_00409,hypothetical protein
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00410,CNAG_00410,hypothetical protein
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00411,CNAG_00411,nucleoporin p58/p45
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00412,CNAG_00412,hypothetical protein
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,gene,CNAG_00413,CNAG_00413,putative oxidoreductase
CP091247,1049000,1064000,DELETION,MCM 136 - A,0,three_prime_UTR,CNAG_00413,CNAG_00413-mR_1-th1,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD1,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD2,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD3,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD4,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD5,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD6,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD7,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00407,CNAG_00407-mR_1-CD8,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD1,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD2,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD3,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex2,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex3,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex4,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex5,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex6,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex7,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00407,CNAG_00407-mR_1-ex8,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex1,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex2,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex3,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,five_prime_UTR,CNAG_00407,CNAG_00407-mR_1-fi1,n/a
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00407,CNAG_00407,glyoxal oxidase
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00408,CNAG_00408,serine/threonine-protein phosphatase PP-X isozyme 1
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00409,CNAG_00409,hypothetical protein
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00410,CNAG_00410,hypothetical protein
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00411,CNAG_00411,nucleoporin p58/p45
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00412,CNAG_00412,hypothetical protein
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,gene,CNAG_00413,CNAG_00413,putative oxidoreductase
CP091247,1049000,1064500,DELETION,MCM 531 - A,735,three_prime_UTR,CNAG_00413,CNAG_00413-mR_1-th1,n/a
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD1,n/a
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,exon,CNAG_00413,CNAG_00413-mR_1-ex1,n/a
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,gene,CNAG_00410,CNAG_00410,hypothetical protein
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,gene,CNAG_00411,CNAG_00411,nucleoporin p58/p45
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,gene,CNAG_00412,CNAG_00412,hypothetical protein
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,gene,CNAG_00413,CNAG_00413,putative oxidoreductase
CP091247,1059000,1064000,DELETION,MCM 450 - N,735,three_prime_UTR,CNAG_00413,CNAG_00413-mR_1-th1,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD1,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD2,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD3,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,exon,CNAG_00413,CNAG_00413-mR_1-ex1,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,exon,CNAG_00413,CNAG_00413-mR_1-ex2,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,exon,CNAG_00413,CNAG_00413-mR_1-ex3,n/a
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,gene,CNAG_00410,CNAG_00410,hypothetical protein
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,gene,CNAG_00411,CNAG_00411,nucleoporin p58/p45
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,gene,CNAG_00412,CNAG_00412,hypothetical protein
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,gene,CNAG_00413,CNAG_00413,putative oxidoreductase
CP091247,1059000,1064500,DELETION,MCM 531 - C,735,three_prime_UTR,CNAG_00413,CNAG_00413-mR_1-th1,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD1,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD2,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,CDS,CNAG_00413,CNAG_00413-mR_1-CD3,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex1,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex2,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,exon,CNAG_00413,CNAG_00413-mR_1-ex3,n/a
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,gene,CNAG_00411,CNAG_00411,nucleoporin p58/p45
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,gene,CNAG_00412,CNAG_00412,hypothetical protein
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,gene,CNAG_00413,CNAG_00413,putative oxidoreductase
CP091247,1060000,1064500,DELETION,MCM 450 - A,735,three_prime_UTR,CNAG_00413,CNAG_00413-mR_1-th1,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD1,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD10,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD11,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD12,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD2,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD3,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD4,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD5,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD6,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD7,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD8,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_1-CD9,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD1,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD10,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD11,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD12,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD2,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD3,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD4,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD5,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD6,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD7,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD8,n/a
CP091247,1066000,1088500,DUPLICATION,MCM 450 - A,735,CDS,CNAG_00422,CNAG_00422-mR_2-CD9,n/a
