accession,start,end,type,strain_id,doi,feature,locus,id,predicted_function
CP003824.1,7500,46500,DUPLICATION,MCM 012,7620,protein_coding_gene,CNAG_06875,CNAG_06875,allantoate permease
CP003824.1,7500,46500,DUPLICATION,MCM 012,7620,protein_coding_gene,CNAG_06876,CNAG_06876,Alpha-ketoglutarate-dependent taurine dioxygenase
CP003824.1,7500,46500,DUPLICATION,MCM 012,7620,three_prime_UTR,CNAG_06861-t26_1,utr_CNAG_06861-t26_1_1,n/a
CP003824.1,7500,46500,DUPLICATION,MCM 012,7620,three_prime_UTR,CNAG_06867-t26_1,utr_CNAG_06867-t26_1_2,n/a
CP003824.1,7500,46500,DUPLICATION,MCM 012,7620,three_prime_UTR,CNAG_06873-t26_1,utr_CNAG_06873-t26_1_1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS10,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS11,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS12,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS13,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS14,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS6,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS8,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01209,CNAG_01209-t26_1-p1-CDS9,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01215,CNAG_01215-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01215,CNAG_01215-t26_1-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01215,CNAG_01215-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01215,CNAG_01215-t26_1-p1-CDS4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01215,CNAG_01215-t26_1-p1-CDS5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01224,CNAG_01224-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01224,CNAG_01224-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS7,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS8,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01232,CNAG_01232-t26_1-p1-CDS9,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS6,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_1-p1-CDS7,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS6,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01235,CNAG_01235-t26_2-p1-CDS7,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01240,CNAG_01240-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_01240,CNAG_01240-t26_1-p1-CDS3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_07435,CNAG_07435-t26_1-p1-CDS1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,CDS,CNAG_07435,CNAG_07435-t26_1-p1-CDS2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E10,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E11,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E12,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E13,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E14,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E6,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E8,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01209,exon_CNAG_01209-t26_1-E9,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01215,exon_CNAG_01215-t26_1-E1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01215,exon_CNAG_01215-t26_1-E2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01215,exon_CNAG_01215-t26_1-E3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01215,exon_CNAG_01215-t26_1-E4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01215,exon_CNAG_01215-t26_1-E5,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01224,exon_CNAG_01224-t26_1-E1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01224,exon_CNAG_01224-t26_1-E2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01224,exon_CNAG_01224-t26_1-E4,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01232,exon_CNAG_01232-t26_1-E1,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01232,exon_CNAG_01232-t26_1-E2,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01232,exon_CNAG_01232-t26_1-E3,n/a
CP003824.1,805000,944000,DUPLICATION,MCM 012,7620,exon,CNAG_01232,exon_CNAG_01232-t26_1-E4,n/a
